,OPC,FA,GGBFS,SF,MK,BA,CKD,NP,POFA,RHA,VA,Zeolite,Pumice,Coarse aggregate,Fine aggregate,Water,Superplasticizer,water -eff,w/b (eff),w/b (total),b/CA,b/FA,Slump flow (mm),SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,SO3,TiO2,P2O5,Specific surface area (m2/kg),Al2O3_BA,Al2O3_CKD,Al2O3_FA,Al2O3_GGBFS,Al2O3_MK,Al2O3_NP,Al2O3_OPC,Al2O3_POFA,Al2O3_Pumice,Al2O3_RHA,Al2O3_SF,Al2O3_VA,Al2O3_Zeolite,CaO_BA,CaO_CKD,CaO_FA,CaO_GGBFS,CaO_MK,CaO_NP,CaO_OPC,CaO_POFA,CaO_Pumice,CaO_RHA,CaO_SF,CaO_VA,CaO_Zeolite,Fe2O3_BA,Fe2O3_CKD,Fe2O3_FA,Fe2O3_GGBFS,Fe2O3_MK,Fe2O3_NP,Fe2O3_OPC,Fe2O3_POFA,Fe2O3_Pumice,Fe2O3_RHA,Fe2O3_SF,Fe2O3_VA,Fe2O3_Zeolite,K2O_BA,K2O_CKD,K2O_FA,K2O_GGBFS,K2O_MK,K2O_NP,K2O_OPC,K2O_POFA,K2O_RHA,K2O_SF,K2O_VA,MgO_BA,MgO_CKD,MgO_FA,MgO_GGBFS,MgO_MK,MgO_NP,MgO_OPC,MgO_POFA,MgO_Pumice,MgO_RHA,MgO_SF,MgO_VA,MgO_Zeolite,Na2O_BA,Na2O_CKD,Na2O_FA,Na2O_GGBFS,Na2O_MK,Na2O_NP,Na2O_OPC,Na2O_POFA,Na2O_RHA,Na2O_SF,Na2O_VA,P2O5_GGBFS,P2O5_OPC,P2O5_POFA,SO3_BA,SO3_CKD,SO3_FA,SO3_GGBFS,SO3_MK,SO3_NP,SO3_OPC,SO3_POFA,SO3_RHA,SO3_SF,SO3_VA,SiO2_BA,SiO2_CKD,SiO2_FA,SiO2_GGBFS,SiO2_MK,SiO2_NP,SiO2_OPC,SiO2_POFA,SiO2_Pumice,SiO2_RHA,SiO2_SF,SiO2_VA,SiO2_Zeolite,Specific surface area (m2/kg)_BA,Specific surface area (m2/kg)_FA,Specific surface area (m2/kg)_GGBFS,Specific surface area (m2/kg)_MK,Specific surface area (m2/kg)_NP,Specific surface area (m2/kg)_OPC,Specific surface area (m2/kg)_POFA,Specific surface area (m2/kg)_Pumice,Specific surface area (m2/kg)_RHA,Specific surface area (m2/kg)_SF,Specific surface area (m2/kg)_VA,Specific surface area (m2/kg)_Zeolite,TiO2_FA,TiO2_GGBFS,TiO2_MK,TiO2_OPC,TiO2_POFA,TiO2_SF,28-d
726,379.1,0,0,0,0,0,0,0,0,0,0,0,0,925,757,178.1,7,182.65,0.469796887,0.481798998,0.409837838,0.500792602,730,8302.29,1842.426,1251.03,24004.612,435.965,212.296,136.476,796.11,0,0,115625.5,0,0,0,0,0,0,1842.426,0,0,0,0,0,0,0,0,0,0,0,0,24004.612,0,0,0,0,0,0,0,0,0,0,0,0,1251.03,0,0,0,0,0,0,0,0,0,0,0,0,136.476,0,0,0,0,0,0,0,0,0,0,435.965,0,0,0,0,0,0,0,0,0,0,0,0,212.296,0,0,0,0,0,0,0,0,0,0,0,0,0,796.11,0,0,0,0,0,0,0,0,0,0,8302.29,0,0,0,0,0,0,0,0,0,0,0,115625.5,0,0,0,0,0,0,0,0,0,0,0,0,42.32
727,379.1,0,0,0,0,0,0,0,0,0,0,0,0,978,800,178.1,6.5,182.325,0.469796887,0.480941704,0.387627812,0.473875,705,8302.29,1842.426,1251.03,24004.612,435.965,212.296,136.476,796.11,0,0,115625.5,0,0,0,0,0,0,1842.426,0,0,0,0,0,0,0,0,0,0,0,0,24004.612,0,0,0,0,0,0,0,0,0,0,0,0,1251.03,0,0,0,0,0,0,0,0,0,0,0,0,136.476,0,0,0,0,0,0,0,0,0,0,435.965,0,0,0,0,0,0,0,0,0,0,0,0,212.296,0,0,0,0,0,0,0,0,0,0,0,0,0,796.11,0,0,0,0,0,0,0,0,0,0,8302.29,0,0,0,0,0,0,0,0,0,0,0,115625.5,0,0,0,0,0,0,0,0,0,0,0,0,38.96
728,386,0,0,0,0,0,0,0,0,0,0,0,0,917,750,174,7,178.55,0.450777202,0.462564767,0.420937841,0.514666667,730,8453.4,1875.96,1273.8,24441.52,443.9,216.16,138.96,810.6,0,0,117730,0,0,0,0,0,0,1875.96,0,0,0,0,0,0,0,0,0,0,0,0,24441.52,0,0,0,0,0,0,0,0,0,0,0,0,1273.8,0,0,0,0,0,0,0,0,0,0,0,0,138.96,0,0,0,0,0,0,0,0,0,0,443.9,0,0,0,0,0,0,0,0,0,0,0,0,216.16,0,0,0,0,0,0,0,0,0,0,0,0,0,810.6,0,0,0,0,0,0,0,0,0,0,8453.4,0,0,0,0,0,0,0,0,0,0,0,117730,0,0,0,0,0,0,0,0,0,0,0,0,47.04
729,411,0,0,0,0,0,0,0,0,0,0,0,0,917,750,165,8,170.2,0.401459854,0.414111922,0.448200654,0.548,700,9000.9,1997.46,1356.3,26024.52,472.65,230.16,147.96,863.1,0,0,125355,0,0,0,0,0,0,1997.46,0,0,0,0,0,0,0,0,0,0,0,0,26024.52,0,0,0,0,0,0,0,0,0,0,0,0,1356.3,0,0,0,0,0,0,0,0,0,0,0,0,147.96,0,0,0,0,0,0,0,0,0,0,472.65,0,0,0,0,0,0,0,0,0,0,0,0,230.16,0,0,0,0,0,0,0,0,0,0,0,0,0,863.1,0,0,0,0,0,0,0,0,0,0,9000.9,0,0,0,0,0,0,0,0,0,0,0,125355,0,0,0,0,0,0,0,0,0,0,0,0,55.36
730,440,0,0,0,0,0,0,0,0,0,0,0,0,917,750,154,10.2,160.63,0.35,0.365068182,0.479825518,0.586666667,710,9636,2138.4,1452,27860.8,506,246.4,158.4,924,0,0,134200,0,0,0,0,0,0,2138.4,0,0,0,0,0,0,0,0,0,0,0,0,27860.8,0,0,0,0,0,0,0,0,0,0,0,0,1452,0,0,0,0,0,0,0,0,0,0,0,0,158.4,0,0,0,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,246.4,0,0,0,0,0,0,0,0,0,0,0,0,0,924,0,0,0,0,0,0,0,0,0,0,9636,0,0,0,0,0,0,0,0,0,0,0,134200,0,0,0,0,0,0,0,0,0,0,0,0,60.4
731,160,240,0,0,0,0,0,0,0,0,0,0,0,900,886,156,1.4,156.833,0.39,0.3920825,0.444444444,0.451467269,630,15686.4,6468.8,1502.4,13099.2,686.4,900.8,321.6,652.8,0,0,133280,0,0,5616,0,0,0,852.8,0,0,0,0,0,0,0,0,3216,0,0,0,9883.2,0,0,0,0,0,0,0,0,1128,0,0,0,374.4,0,0,0,0,0,0,0,0,144,0,0,0,177.6,0,0,0,0,0,0,312,0,0,0,374.4,0,0,0,0,0,0,0,0,864,0,0,0,36.8,0,0,0,0,0,0,0,0,0,48,0,0,0,604.8,0,0,0,0,0,0,12576,0,0,0,3110.4,0,0,0,0,0,0,0,73440,0,0,0,59840,0,0,0,0,0,0,0,0,0,0,0,0,44
732,170,200,0,0,0,0,0,0,0,0,0,0,0,900,928,157,1.85,158.10075,0.424324324,0.427299324,0.411111111,0.398706897,760,13784.8,5586.1,1337.8,13180.9,657.8,759.1,308.7,682.6,0,0,124780,0,0,4680,0,0,0,906.1,0,0,0,0,0,0,0,0,2680,0,0,0,10500.9,0,0,0,0,0,0,0,0,940,0,0,0,397.8,0,0,0,0,0,0,0,0,120,0,0,0,188.7,0,0,0,0,0,0,260,0,0,0,397.8,0,0,0,0,0,0,0,0,720,0,0,0,39.1,0,0,0,0,0,0,0,0,0,40,0,0,0,642.6,0,0,0,0,0,0,10480,0,0,0,3304.8,0,0,0,0,0,0,0,61200,0,0,0,63580,0,0,0,0,0,0,0,0,0,0,0,0,33
733,170,200,0,0,0,0,0,0,0,0,0,0,0,900,930,157,0.74,157.4403,0.424324324,0.425514324,0.411111111,0.397849462,600,13784.8,5586.1,1337.8,13180.9,657.8,759.1,308.7,682.6,0,0,124780,0,0,4680,0,0,0,906.1,0,0,0,0,0,0,0,0,2680,0,0,0,10500.9,0,0,0,0,0,0,0,0,940,0,0,0,397.8,0,0,0,0,0,0,0,0,120,0,0,0,188.7,0,0,0,0,0,0,260,0,0,0,397.8,0,0,0,0,0,0,0,0,720,0,0,0,39.1,0,0,0,0,0,0,0,0,0,40,0,0,0,642.6,0,0,0,0,0,0,10480,0,0,0,3304.8,0,0,0,0,0,0,0,61200,0,0,0,63580,0,0,0,0,0,0,0,0,0,0,0,0,31
734,193,158,0,0,0,0,0,0,0,0,0,0,0,900,1024,137,1.225,137.728875,0.39031339,0.392389957,0.39,0.342773438,410,12031.12,4725.89,1194.22,14038.81,657.02,613.19,309.03,761.14,0,0,120530,0,0,3697.2,0,0,0,1028.69,0,0,0,0,0,0,0,0,2117.2,0,0,0,11921.61,0,0,0,0,0,0,0,0,742.6,0,0,0,451.62,0,0,0,0,0,0,0,0,94.8,0,0,0,214.23,0,0,0,0,0,0,205.4,0,0,0,451.62,0,0,0,0,0,0,0,0,568.8,0,0,0,44.39,0,0,0,0,0,0,0,0,0,31.6,0,0,0,729.54,0,0,0,0,0,0,8279.2,0,0,0,3751.92,0,0,0,0,0,0,0,48348,0,0,0,72182,0,0,0,0,0,0,0,0,0,0,0,0,44
735,198,232,0,0,0,0,0,0,0,0,0,0,0,900,872,153,2.15,154.27925,0.355813953,0.358788953,0.477777778,0.493119266,710,16005.92,6484.14,1553.72,15339.26,764.92,880.74,358.98,794.84,0,0,145044,0,0,5428.8,0,0,0,1055.34,0,0,0,0,0,0,0,0,3108.8,0,0,0,12230.46,0,0,0,0,0,0,0,0,1090.4,0,0,0,463.32,0,0,0,0,0,0,0,0,139.2,0,0,0,219.78,0,0,0,0,0,0,301.6,0,0,0,463.32,0,0,0,0,0,0,0,0,835.2,0,0,0,45.54,0,0,0,0,0,0,0,0,0,46.4,0,0,0,748.44,0,0,0,0,0,0,12156.8,0,0,0,3849.12,0,0,0,0,0,0,0,70992,0,0,0,74052,0,0,0,0,0,0,0,0,0,0,0,0,52
736,198,232,0,0,0,0,0,0,0,0,0,0,0,900,874,153,0.86,153.5117,0.355813953,0.357003953,0.477777778,0.491990847,540,16005.92,6484.14,1553.72,15339.26,764.92,880.74,358.98,794.84,0,0,145044,0,0,5428.8,0,0,0,1055.34,0,0,0,0,0,0,0,0,3108.8,0,0,0,12230.46,0,0,0,0,0,0,0,0,1090.4,0,0,0,463.32,0,0,0,0,0,0,0,0,139.2,0,0,0,219.78,0,0,0,0,0,0,301.6,0,0,0,463.32,0,0,0,0,0,0,0,0,835.2,0,0,0,45.54,0,0,0,0,0,0,0,0,0,46.4,0,0,0,748.44,0,0,0,0,0,0,12156.8,0,0,0,3849.12,0,0,0,0,0,0,0,70992,0,0,0,74052,0,0,0,0,0,0,0,0,0,0,0,0,46
737,220,180,0,0,0,0,0,0,0,0,0,0,0,900,850,180,1.4,180.833,0.45,0.4520825,0.444444444,0.470588235,760,13708.8,5384.6,1360.8,16001.4,748.8,698.6,352.2,867.6,0,0,137360,0,0,4212,0,0,0,1172.6,0,0,0,0,0,0,0,0,2412,0,0,0,13589.4,0,0,0,0,0,0,0,0,846,0,0,0,514.8,0,0,0,0,0,0,0,0,108,0,0,0,244.2,0,0,0,0,0,0,234,0,0,0,514.8,0,0,0,0,0,0,0,0,648,0,0,0,50.6,0,0,0,0,0,0,0,0,0,36,0,0,0,831.6,0,0,0,0,0,0,9432,0,0,0,4276.8,0,0,0,0,0,0,0,55080,0,0,0,82280,0,0,0,0,0,0,0,0,0,0,0,0,38
738,220,180,0,0,0,0,0,0,0,0,0,0,0,900,916,156,0.4,156.238,0.39,0.390595,0.444444444,0.436681223,380,13708.8,5384.6,1360.8,16001.4,748.8,698.6,352.2,867.6,0,0,137360,0,0,4212,0,0,0,1172.6,0,0,0,0,0,0,0,0,2412,0,0,0,13589.4,0,0,0,0,0,0,0,0,846,0,0,0,514.8,0,0,0,0,0,0,0,0,108,0,0,0,244.2,0,0,0,0,0,0,234,0,0,0,514.8,0,0,0,0,0,0,0,0,648,0,0,0,50.6,0,0,0,0,0,0,0,0,0,36,0,0,0,831.6,0,0,0,0,0,0,9432,0,0,0,4276.8,0,0,0,0,0,0,0,55080,0,0,0,82280,0,0,0,0,0,0,0,0,0,0,0,0,44
739,220,180,0,0,0,0,0,0,0,0,0,0,0,900,916,156,1.4,156.833,0.39,0.3920825,0.444444444,0.436681223,570,13708.8,5384.6,1360.8,16001.4,748.8,698.6,352.2,867.6,0,0,137360,0,0,4212,0,0,0,1172.6,0,0,0,0,0,0,0,0,2412,0,0,0,13589.4,0,0,0,0,0,0,0,0,846,0,0,0,514.8,0,0,0,0,0,0,0,0,108,0,0,0,244.2,0,0,0,0,0,0,234,0,0,0,514.8,0,0,0,0,0,0,0,0,648,0,0,0,50.6,0,0,0,0,0,0,0,0,0,36,0,0,0,831.6,0,0,0,0,0,0,9432,0,0,0,4276.8,0,0,0,0,0,0,0,55080,0,0,0,82280,0,0,0,0,0,0,0,0,0,0,0,0,49
740,220,180,0,0,0,0,0,0,0,0,0,0,0,900,916,156,1.4,156.833,0.39,0.3920825,0.444444444,0.436681223,580,13708.8,5384.6,1360.8,16001.4,748.8,698.6,352.2,867.6,0,0,137360,0,0,4212,0,0,0,1172.6,0,0,0,0,0,0,0,0,2412,0,0,0,13589.4,0,0,0,0,0,0,0,0,846,0,0,0,514.8,0,0,0,0,0,0,0,0,108,0,0,0,244.2,0,0,0,0,0,0,234,0,0,0,514.8,0,0,0,0,0,0,0,0,648,0,0,0,50.6,0,0,0,0,0,0,0,0,0,36,0,0,0,831.6,0,0,0,0,0,0,9432,0,0,0,4276.8,0,0,0,0,0,0,0,55080,0,0,0,82280,0,0,0,0,0,0,0,0,0,0,0,0,45
741,220,180,0,0,0,0,0,0,0,0,0,0,0,900,916,156,1.4,156.833,0.39,0.3920825,0.444444444,0.436681223,590,27417.6,10769.2,2721.6,32002.8,1497.6,1397.2,704.4,1735.2,0,0,274720,0,0,8424,0,0,0,2345.2,0,0,0,0,0,0,0,0,4824,0,0,0,27178.8,0,0,0,0,0,0,0,0,1692,0,0,0,1029.6,0,0,0,0,0,0,0,0,216,0,0,0,488.4,0,0,0,0,0,0,468,0,0,0,1029.6,0,0,0,0,0,0,0,0,1296,0,0,0,101.2,0,0,0,0,0,0,0,0,0,72,0,0,0,1663.2,0,0,0,0,0,0,18864,0,0,0,8553.6,0,0,0,0,0,0,0,110160,0,0,0,164560,0,0,0,0,0,0,0,0,0,0,0,0,49
742,220,180,0,0,0,0,0,0,0,0,0,0,0,900,916,156,1.4,156.833,0.39,0.3920825,0.444444444,0.436681223,600,13708.8,5384.6,1360.8,16001.4,748.8,698.6,352.2,867.6,0,0,137360,0,0,4212,0,0,0,1172.6,0,0,0,0,0,0,0,0,2412,0,0,0,13589.4,0,0,0,0,0,0,0,0,846,0,0,0,514.8,0,0,0,0,0,0,0,0,108,0,0,0,244.2,0,0,0,0,0,0,234,0,0,0,514.8,0,0,0,0,0,0,0,0,648,0,0,0,50.6,0,0,0,0,0,0,0,0,0,36,0,0,0,831.6,0,0,0,0,0,0,9432,0,0,0,4276.8,0,0,0,0,0,0,0,55080,0,0,0,82280,0,0,0,0,0,0,0,0,0,0,0,0,47
743,220,180,0,0,0,0,0,0,0,0,0,0,0,900,916,156,2.4,157.428,0.39,0.39357,0.444444444,0.436681223,770,13708.8,5384.6,1360.8,16001.4,748.8,698.6,352.2,867.6,0,0,137360,0,0,4212,0,0,0,1172.6,0,0,0,0,0,0,0,0,2412,0,0,0,13589.4,0,0,0,0,0,0,0,0,846,0,0,0,514.8,0,0,0,0,0,0,0,0,108,0,0,0,244.2,0,0,0,0,0,0,234,0,0,0,514.8,0,0,0,0,0,0,0,0,648,0,0,0,50.6,0,0,0,0,0,0,0,0,0,36,0,0,0,831.6,0,0,0,0,0,0,9432,0,0,0,4276.8,0,0,0,0,0,0,0,55080,0,0,0,82280,0,0,0,0,0,0,0,0,0,0,0,0,43
744,220,180,0,0,0,0,0,0,0,0,0,0,0,900,982,132,1.4,132.833,0.33,0.3320825,0.444444444,0.407331976,350,13708.8,5384.6,1360.8,16001.4,748.8,698.6,352.2,867.6,0,0,137360,0,0,4212,0,0,0,1172.6,0,0,0,0,0,0,0,0,2412,0,0,0,13589.4,0,0,0,0,0,0,0,0,846,0,0,0,514.8,0,0,0,0,0,0,0,0,108,0,0,0,244.2,0,0,0,0,0,0,234,0,0,0,514.8,0,0,0,0,0,0,0,0,648,0,0,0,50.6,0,0,0,0,0,0,0,0,0,36,0,0,0,831.6,0,0,0,0,0,0,9432,0,0,0,4276.8,0,0,0,0,0,0,0,55080,0,0,0,82280,0,0,0,0,0,0,0,0,0,0,0,0,51
745,237,133,0,0,0,0,0,0,0,0,0,0,0,900,960,157,1.85,158.10075,0.424324324,0.427299324,0.411111111,0.385416667,650,11576.48,4375.41,1179.68,16421.69,727.48,533.31,342.87,922.46,0,0,129336,0,0,3112.2,0,0,0,1263.21,0,0,0,0,0,0,0,0,1782.2,0,0,0,14639.49,0,0,0,0,0,0,0,0,625.1,0,0,0,554.58,0,0,0,0,0,0,0,0,79.8,0,0,0,263.07,0,0,0,0,0,0,172.9,0,0,0,554.58,0,0,0,0,0,0,0,0,478.8,0,0,0,54.51,0,0,0,0,0,0,0,0,0,26.6,0,0,0,895.86,0,0,0,0,0,0,6969.2,0,0,0,4607.28,0,0,0,0,0,0,0,40698,0,0,0,88638,0,0,0,0,0,0,0,0,0,0,0,0,46
746,237,133,0,0,0,0,0,0,0,0,0,0,0,900,1034,131,0.74,131.4403,0.354054054,0.355244054,0.411111111,0.357833656,330,11576.48,4375.41,1179.68,16421.69,727.48,533.31,342.87,922.46,0,0,129336,0,0,3112.2,0,0,0,1263.21,0,0,0,0,0,0,0,0,1782.2,0,0,0,14639.49,0,0,0,0,0,0,0,0,625.1,0,0,0,554.58,0,0,0,0,0,0,0,0,79.8,0,0,0,263.07,0,0,0,0,0,0,172.9,0,0,0,554.58,0,0,0,0,0,0,0,0,478.8,0,0,0,54.51,0,0,0,0,0,0,0,0,0,26.6,0,0,0,895.86,0,0,0,0,0,0,6969.2,0,0,0,4607.28,0,0,0,0,0,0,0,40698,0,0,0,88638,0,0,0,0,0,0,0,0,0,0,0,0,49
747,248,203,0,0,0,0,0,0,0,0,0,0,0,900,808,176,1.575,176.937125,0.390243902,0.392321785,0.501111111,0.558168317,680,15458.32,6072.04,1534.42,18039.16,844.22,787.84,397.08,978.04,0,0,154870,0,0,4750.2,0,0,0,1321.84,0,0,0,0,0,0,0,0,2720.2,0,0,0,15318.96,0,0,0,0,0,0,0,0,954.1,0,0,0,580.32,0,0,0,0,0,0,0,0,121.8,0,0,0,275.28,0,0,0,0,0,0,263.9,0,0,0,580.32,0,0,0,0,0,0,0,0,730.8,0,0,0,57.04,0,0,0,0,0,0,0,0,0,40.6,0,0,0,937.44,0,0,0,0,0,0,10637.2,0,0,0,4821.12,0,0,0,0,0,0,0,62118,0,0,0,92752,0,0,0,0,0,0,0,0,0,0,0,0,50
748,275,155,0,0,0,0,0,0,0,0,0,0,0,900,827,183,2.15,184.27925,0.425581395,0.428556395,0.477777778,0.519951632,810,13468,5092.75,1372,19063.75,845,621.25,398.25,1070.5,0,0,150280,0,0,3627,0,0,0,1465.75,0,0,0,0,0,0,0,0,2077,0,0,0,16986.75,0,0,0,0,0,0,0,0,728.5,0,0,0,643.5,0,0,0,0,0,0,0,0,93,0,0,0,305.25,0,0,0,0,0,0,201.5,0,0,0,643.5,0,0,0,0,0,0,0,0,558,0,0,0,63.25,0,0,0,0,0,0,0,0,0,31,0,0,0,1039.5,0,0,0,0,0,0,8122,0,0,0,5346,0,0,0,0,0,0,0,47430,0,0,0,102850,0,0,0,0,0,0,0,0,0,0,0,0,48
749,275,155,0,0,0,0,0,0,0,0,0,0,0,900,830,183,0.86,183.5117,0.425581395,0.426771395,0.477777778,0.518072289,480,13468,5092.75,1372,19063.75,845,621.25,398.25,1070.5,0,0,150280,0,0,3627,0,0,0,1465.75,0,0,0,0,0,0,0,0,2077,0,0,0,16986.75,0,0,0,0,0,0,0,0,728.5,0,0,0,643.5,0,0,0,0,0,0,0,0,93,0,0,0,305.25,0,0,0,0,0,0,201.5,0,0,0,643.5,0,0,0,0,0,0,0,0,558,0,0,0,63.25,0,0,0,0,0,0,0,0,0,31,0,0,0,1039.5,0,0,0,0,0,0,8122,0,0,0,5346,0,0,0,0,0,0,0,47430,0,0,0,102850,0,0,0,0,0,0,0,0,0,0,0,0,36
750,280,120,0,0,0,0,0,0,0,0,0,0,0,900,946,156,1.4,156.833,0.39,0.3920825,0.444444444,0.422832981,510,11731.2,4300.4,1219.2,18903.6,811.2,496.4,382.8,1082.4,0,0,141440,0,0,2808,0,0,0,1492.4,0,0,0,0,0,0,0,0,1608,0,0,0,17295.6,0,0,0,0,0,0,0,0,564,0,0,0,655.2,0,0,0,0,0,0,0,0,72,0,0,0,310.8,0,0,0,0,0,0,156,0,0,0,655.2,0,0,0,0,0,0,0,0,432,0,0,0,64.4,0,0,0,0,0,0,0,0,0,24,0,0,0,1058.4,0,0,0,0,0,0,6288,0,0,0,5443.2,0,0,0,0,0,0,0,36720,0,0,0,104720,0,0,0,0,0,0,0,0,0,0,0,0,45
751,265.5,0,0,0,0,0,0,0,0,29.5,0,0,0,775,850,201,4.9,204.185,0.681355932,0.692152542,0.380645161,0.347058824,690,8067.365,1330.155,901.225,16905.86,600.62,121.54,202.96,625.105,0,0,120475.7308,0,0,0,0,0,0,1290.33,0,0,39.825,0,0,0,0,0,0,0,0,0,16875.18,0,0,30.68,0,0,0,0,0,0,0,0,0,894.735,0,0,6.49,0,0,0,0,0,0,0,0,0,143.37,0,59.59,0,0,0,0,0,0,0,0,578.79,0,0,21.83,0,0,0,0,0,0,0,0,0,87.615,0,33.925,0,0,0,0,0,0,0,0,0,0,0,610.65,0,14.455,0,0,0,0,0,0,0,0,5469.3,0,0,2598.065,0,0,0,0,0,0,0,0,97841.85577,0,0,22633.875,0,0,0,0,0,0,0,0,0,26.56
752,282.6,0,0,0,0,0,0,0,0,31.4,0,0,0,775,850,195,4.3,197.795,0.621019108,0.629920382,0.40516129,0.369411765,680,8586.958,1415.826,959.27,17994.712,639.304,129.368,216.032,665.366,0,0,128235.1846,0,0,0,0,0,0,1373.436,0,0,42.39,0,0,0,0,0,0,0,0,0,17962.056,0,0,32.656,0,0,0,0,0,0,0,0,0,952.362,0,0,6.908,0,0,0,0,0,0,0,0,0,152.604,0,63.428,0,0,0,0,0,0,0,0,616.068,0,0,23.236,0,0,0,0,0,0,0,0,0,93.258,0,36.11,0,0,0,0,0,0,0,0,0,0,0,649.98,0,15.386,0,0,0,0,0,0,0,0,5821.56,0,0,2765.398,0,0,0,0,0,0,0,0,104143.5346,0,0,24091.65,0,0,0,0,0,0,0,0,0,29.6
753,288,0,0,0,0,0,0,0,0,72,0,0,0,775,850,180,9.2,185.98,0.5,0.516611111,0.464516129,0.423529412,650,12273.84,1496.88,986.4,18380.16,681.12,177.84,300.96,697.68,0,0,161375.5385,0,0,0,0,0,0,1399.68,0,0,97.2,0,0,0,0,0,0,0,0,0,18305.28,0,0,74.88,0,0,0,0,0,0,0,0,0,970.56,0,0,15.84,0,0,0,0,0,0,0,0,0,155.52,0,145.44,0,0,0,0,0,0,0,0,627.84,0,0,53.28,0,0,0,0,0,0,0,0,0,95.04,0,82.8,0,0,0,0,0,0,0,0,0,0,0,662.4,0,35.28,0,0,0,0,0,0,0,0,5932.8,0,0,6341.04,0,0,0,0,0,0,0,0,106133.5385,0,0,55242,0,0,0,0,0,0,0,0,0,38
754,295,0,0,0,0,0,0,0,0,0,0,0,0,775,850,201,2.7,202.755,0.681355932,0.687305085,0.380645161,0.347058824,710,6077,1433.7,994.15,18750.2,643.1,97.35,159.3,678.5,0,0,108713.1731,0,0,0,0,0,0,1433.7,0,0,0,0,0,0,0,0,0,0,0,0,18750.2,0,0,0,0,0,0,0,0,0,0,0,0,994.15,0,0,0,0,0,0,0,0,0,0,0,0,159.3,0,0,0,0,0,0,0,0,0,0,643.1,0,0,0,0,0,0,0,0,0,0,0,0,97.35,0,0,0,0,0,0,0,0,0,0,0,0,0,678.5,0,0,0,0,0,0,0,0,0,0,6077,0,0,0,0,0,0,0,0,0,0,0,108713.1731,0,0,0,0,0,0,0,0,0,0,0,0,22.96
755,301.5,0,0,0,0,0,0,0,0,33.5,0,0,0,775,850,188,5.1,191.315,0.56119403,0.571089552,0.432258065,0.394117647,690,9161.245,1510.515,1023.425,19198.18,682.06,138.02,230.48,709.865,0,0,136811.4231,0,0,0,0,0,0,1465.29,0,0,45.225,0,0,0,0,0,0,0,0,0,19163.34,0,0,34.84,0,0,0,0,0,0,0,0,0,1016.055,0,0,7.37,0,0,0,0,0,0,0,0,0,162.81,0,67.67,0,0,0,0,0,0,0,0,657.27,0,0,24.79,0,0,0,0,0,0,0,0,0,99.495,0,38.525,0,0,0,0,0,0,0,0,0,0,0,693.45,0,16.415,0,0,0,0,0,0,0,0,6210.9,0,0,2950.345,0,0,0,0,0,0,0,0,111108.5481,0,0,25702.875,0,0,0,0,0,0,0,0,0,37.52
756,306,0,0,0,0,0,0,0,0,54,0,0,0,775,850,180,7.5,184.875,0.5,0.513541667,0.464516129,0.423529412,670,11059.38,1560.06,1043.1,19505.52,707.04,163.08,274.32,730.26,0,0,154198.3846,0,0,0,0,0,0,1487.16,0,0,72.9,0,0,0,0,0,0,0,0,0,19449.36,0,0,56.16,0,0,0,0,0,0,0,0,0,1031.22,0,0,11.88,0,0,0,0,0,0,0,0,0,165.24,0,109.08,0,0,0,0,0,0,0,0,667.08,0,0,39.96,0,0,0,0,0,0,0,0,0,100.98,0,62.1,0,0,0,0,0,0,0,0,0,0,0,703.8,0,26.46,0,0,0,0,0,0,0,0,6303.6,0,0,4755.78,0,0,0,0,0,0,0,0,112766.8846,0,0,41431.5,0,0,0,0,0,0,0,0,0,40.24
757,314,0,0,0,0,0,0,0,0,0,0,0,0,775,850,195,3.2,197.08,0.621019108,0.627643312,0.40516129,0.369411765,700,6468.4,1526.04,1058.18,19957.84,684.52,103.62,169.56,722.2,0,0,115715.0385,0,0,0,0,0,0,1526.04,0,0,0,0,0,0,0,0,0,0,0,0,19957.84,0,0,0,0,0,0,0,0,0,0,0,0,1058.18,0,0,0,0,0,0,0,0,0,0,0,0,169.56,0,0,0,0,0,0,0,0,0,0,684.52,0,0,0,0,0,0,0,0,0,0,0,0,103.62,0,0,0,0,0,0,0,0,0,0,0,0,0,722.2,0,0,0,0,0,0,0,0,0,0,6468.4,0,0,0,0,0,0,0,0,0,0,0,115715.0385,0,0,0,0,0,0,0,0,0,0,0,0,29.04
758,324,0,0,0,0,0,0,0,0,36,0,0,0,775,850,180,5.4,183.51,0.5,0.50975,0.464516129,0.423529412,700,9844.92,1623.24,1099.8,20630.88,732.96,148.32,247.68,762.84,0,0,147021.2308,0,0,0,0,0,0,1574.64,0,0,48.6,0,0,0,0,0,0,0,0,0,20593.44,0,0,37.44,0,0,0,0,0,0,0,0,0,1091.88,0,0,7.92,0,0,0,0,0,0,0,0,0,174.96,0,72.72,0,0,0,0,0,0,0,0,706.32,0,0,26.64,0,0,0,0,0,0,0,0,0,106.92,0,41.4,0,0,0,0,0,0,0,0,0,0,0,745.2,0,17.64,0,0,0,0,0,0,0,0,6674.4,0,0,3170.52,0,0,0,0,0,0,0,0,119400.2308,0,0,27621,0,0,0,0,0,0,0,0,0,43.84
